SK_ID_CURR,TARGET
102403,0.18928553
102413,0.5226738
102414,0.04045341
102415,0.2864609
102416,0.54644966
102439,0.19216692
102441,0.25397095
102443,0.122632176
102444,0.5862731
102445,0.6224889
102448,0.50478184
102449,0.629032
102450,0.63290215
102456,0.21221788
102458,0.6200296
102459,0.5297696
102465,0.31040525
102470,0.718562
102471,0.13078791
102475,0.37761283
102476,0.59217733
102506,0.51039684
102509,0.31673703
102519,0.37773937
102522,0.50478184
102545,0.29095858
102549,0.5232613
102562,0.061063346
102563,0.11776857
102568,0.6317451
102582,0.51878333
102592,0.21543495
102597,0.5655391
102605,0.25459373
102614,0.25729626
102617,0.60543185
102634,0.50013995
102652,0.2407721
102655,0.17234088
102671,0.53152984
102694,0.6869465
102701,0.4081833
102703,0.087534204
102704,0.1864191
102713,0.18109344
102720,0.6286873
102731,0.15556489
102733,0.34670553
102749,0.28604904
102755,0.6620356
102763,0.010211657
102770,0.47214726
102772,0.33660156
102799,0.47950116
102838,0.26649755
102854,0.24073203
102862,0.747266
102863,0.22718859
102867,0.089988224
102868,0.22701728
102878,0.48912472
102887,0.4054373
102898,0.72956276
102904,0.5245323
102912,0.39947882
102919,0.21460146
102927,0.35103154
102932,0.37261033
102933,0.5388854
102935,0.24823561
102958,0.5058618
102969,0.69544494
102971,0.13185559
102975,0.37578747
102979,0.39843896
102982,0.17364684
102987,0.6871582
102989,0.37167776
102995,0.50478184
102996,0.18022984
103000,0.17198771
103001,0.47715434
103004,0.24360754
103010,0.10105405
103025,0.7289687
103029,0.35903957
103046,0.43146598
103056,0.31815416
103062,0.5586004
103078,0.24571557
103083,0.10353529
103092,0.52778727
103096,0.4463598
103097,0.569287
103102,0.66823065
103112,0.5855793
103132,0.25045753
103144,0.29361725
103145,0.33792737
103146,0.08753933
103147,0.3560577
103158,0.39788958
103171,0.3898586
103173,0.25375944
103184,0.12844113
103195,0.5818976
103196,0.37968346
103206,0.10830318
103230,0.60172564
103231,0.71859455
103232,0.13332862
103239,0.6224306
103240,0.54064226
103243,0.17000194
103252,0.645417
103258,0.42883754
103259,0.6096991
103279,0.24212828
103280,0.0576948
103286,0.5818156
103287,0.66741776
103290,0.12575656
103298,0.24470475
103315,0.039222196
103319,0.15779094
103334,0.7064775
103336,0.50478184
103345,0.20304187
103368,0.31131586
103371,0.65743196
103377,0.17265612
103398,0.1265888
103404,0.50478184
103408,0.5983844
103410,0.4586465
103418,0.11541096
103420,0.50478184
103432,0.5527653
103433,0.06883246
103436,0.1170169
103440,0.21717429
103453,0.34425315
103459,0.50478184
103460,0.40521055
103461,0.08886011
103462,0.25359467
103473,0.573133
103474,0.114177346
103475,0.6763274
103478,0.51091206
103480,0.4157238
103484,0.24994569
103494,0.66923267
103513,0.41041365
103515,0.3505677
103516,0.71056277
103525,0.5215257
103541,0.51269317
103544,0.09831248
103562,0.7375807
103570,0.72942805
103572,0.61085135
103574,0.14239861
103575,0.1450392
103591,0.67903835
103594,0.23992409
103609,0.48252153
103613,0.5633619
103614,0.44593415
103615,0.50478184
103624,0.32718822
103625,0.72869277
103628,0.61781335
103629,0.10198228
103647,0.5664626
103648,0.55595
103651,0.46275005
103658,0.17186865
103668,0.41895548
103669,0.24045771
103676,0.5576092
103682,0.14008187
103683,0.6645182
103689,0.14320388
103725,0.5077536
103733,0.657038
103744,0.33933872
103762,0.67961204
103771,0.7056402
103773,0.08146464
103783,0.37759137
103784,0.3429237
103808,0.10643117
103812,0.47963068
103813,0.506254
103814,0.5118401
103818,0.52930784
103824,0.14462897
103828,0.100713514
103830,0.77041626
103840,0.059866097
103842,0.5989956
103847,0.59510255
103848,0.63992274
103851,0.093531616
103854,0.6467511
103857,0.7395156
103861,0.07833034
103862,0.54519725
103865,0.4156491
103870,0.102831624
103876,0.23088557
103891,0.6990854
103908,0.35241556
103914,0.60878175
103918,0.36977613
103940,0.27017626
103963,0.5458201
103966,0.359368
103971,0.60727984
103980,0.54307824
103984,0.16362306
103985,0.42097571
103998,0.8213582
104019,0.1464568
104026,0.2259904
104035,0.43741307
104044,0.46395135
104045,0.48054782
104047,0.64195114
104051,0.122573
104058,0.1793579
104063,0.14627191
104066,0.644427
104087,0.1413543
104089,0.4314579
104095,0.18958606
104098,0.61074024
104104,0.26474804
104110,0.7610225
104120,0.38332412
104122,0.37070602
104131,0.19375898
104132,0.50478184
104135,0.23954059
104136,0.14155532
104149,0.5860489
104150,0.26815292
104156,0.67540866
104165,0.613842
104175,0.28437153
104179,0.60774815
104184,0.5743668
104206,0.28161398
104216,0.778846
104230,0.6033588
104257,0.37770432
104272,0.33739713
104273,0.3828506
104278,0.1999355
104294,0.5180925
104295,0.35307118
104297,0.32712692
104298,0.23301984
104308,0.27859667
104318,0.21498518
104319,0.5746584
104320,0.5638183
104327,0.5298748
104334,0.4871788
104344,0.19661951
104350,0.15646514
104351,0.5942613
104354,0.54348415
104369,0.50478184
104376,0.55154186
104381,0.53991175
104384,0.26268595
104391,0.27876258
104394,0.26512098
104398,0.7063524
104402,0.12174714
104408,0.60463256
104409,0.09030003
104410,0.7312558
104412,0.50478184
104417,0.5881998
104424,0.4093753
104426,0.17942533
104435,0.37271467
104445,0.3150285
104458,0.14024736
104460,0.1501117
104466,0.36332718
104472,0.5703284
104473,0.5764723
104479,0.14406696
104480,0.19313991
104482,0.50478184
104499,0.11006451
104501,0.14634009
104502,0.20675802
104506,0.26560873
104510,0.11035106
104512,0.50478184
104520,0.67643774
104528,0.45878527
104529,0.16621749
104541,0.43586442
104578,0.10750298
104584,0.50478184
104588,0.64763945
104602,0.6328138
104610,0.22104481
104611,0.6706439
104618,0.5501607
104620,0.3505238
104622,0.15731964
104624,0.50478184
104625,0.5289462
104634,0.50478184
104639,0.42511353
104646,0.09537855
104647,0.33795124
104652,0.34874687
104670,0.50478184
104677,0.20933384
104685,0.56925595
104691,0.20824544
104696,0.48644146
104699,0.16499466
104712,0.6155478
104714,0.2164185
104717,0.51475024
104718,0.29400206
104740,0.29870683
104741,0.4224788
104743,0.09859278
104744,0.33574605
104747,0.44281697
104767,0.5175778
104772,0.70255864
104776,0.60157794
104779,0.2161261
104814,0.060206685
104815,0.3471163
104830,0.4890784
104831,0.6636761
104833,0.55045164
104839,0.18052295
104840,0.3727571
104860,0.5868594
104861,0.2076429
104866,0.56879926
104870,0.037578695
104877,0.37402537
104878,0.098433115
104879,0.21582326
104880,0.5987694
104899,0.11678262
104906,0.33295864
104907,0.3784754
104913,0.5500649
104916,0.59676164
104921,0.31249854
104930,0.33871803
104931,0.6829689
104936,0.3237619
104937,0.3088542
104942,0.18275887
104943,0.36533287
104969,0.3187264
104972,0.6245528
104988,0.45109183
105013,0.105417006
105015,0.1532733
105019,0.50478184
105027,0.350277
105030,0.3064533
105035,0.7681559
105041,0.11054959
105051,0.61581016
105056,0.29295635
105067,0.7647936
105071,0.42186826
105072,0.3394405
105074,0.60052866
105091,0.23487833
105101,0.11190513
105103,0.46529263
105134,0.26766756
105139,0.16111952
105142,0.62686664
105146,0.43791872
105163,0.5732906
105168,0.4756495
105172,0.12679766
105176,0.7088282
105195,0.52261925
105196,0.635748
105197,0.103116095
105203,0.31755581
105223,0.62691295
105227,0.64915824
105228,0.11664095
105230,0.50478184
105231,0.64830333
105239,0.3038144
105242,0.6009196
105244,0.3460836
105245,0.4581094
105248,0.39664924
105249,0.1051167
105266,0.692058
105271,0.6579605
105276,0.31344545
105282,0.20190075
105292,0.52024597
105297,0.02114563
105332,0.5798669
105333,0.1948908
105343,0.29752225
105344,0.4784955
105345,0.7051835
105357,0.3236522
105359,0.46441245
105366,0.43118298
105367,0.14821295
105370,0.02741405
105377,0.35953474
105390,0.27855805
105399,0.13144028
105403,0.6677399
105404,0.27157936
105414,0.2347973
105417,0.5616367
105425,0.65272766
105452,0.60707253
105454,0.50478184
105456,0.59463954
105470,0.24134834
105471,0.4048226
105483,0.5245719
105493,0.61878306
105508,0.5007547
105514,0.45237166
105515,0.12914863
105528,0.65263057
105529,0.115602836
105531,0.32720152
105532,0.45600957
105558,0.17221077
105574,0.12754473
105578,0.03763929
105584,0.75497764
105595,0.48729268
105617,0.5094518
105618,0.37339923
105621,0.396536
105625,0.2696969
105629,0.5333798
105630,0.056904577
105634,0.19144018
105635,0.11874389
105641,0.6603828
105647,0.50478184
105648,0.50478184
105655,0.255091
105657,0.18625487
105672,0.461063
105678,0.5624231
105682,0.35877877
105691,0.27744186
105692,0.16054665
105706,0.17208818
105712,0.20366718
105720,0.42166582
105734,0.2361361
105735,0.26466003
105736,0.5778785
105737,0.10571122
105738,0.5996717
105740,0.725967
105744,0.3229945
105747,0.48797703
105749,0.66119266
105754,0.5729192
105758,0.2525541
105760,0.3608563
105767,0.66516465
105784,0.5915378
105791,0.1286643
105802,0.5406408
105807,0.63961166
105809,0.26682937
105816,0.50478184
105817,0.21167873
105824,0.5712546
105832,0.37549883
105856,0.18318589
105865,0.24728058
105899,0.67071366
105906,0.50478184
105916,0.5745367
105923,0.26913756
105937,0.59801334
105965,0.29317972
105966,0.58562344
105968,0.43447435
105973,0.50478184
105976,0.55582196
105978,0.54699916
105979,0.408878
105991,0.506816
105998,0.50478184
105999,0.23931052
106000,0.61201614
106001,0.39421332
106010,0.717519
106011,0.2792574
106013,0.6279434
106015,0.1891889
106026,0.12739977
106032,0.32391325
106035,0.6232394
106040,0.42804706
106041,0.6742813
106044,0.14002064
106053,0.6886241
106054,0.363833
106065,0.598818
106081,0.26013687
106083,0.57192886
106087,0.28513703
106090,0.33685178
106101,0.3440966
106102,0.26708567
106109,0.5861931
106116,0.45006284
106150,0.094929665
106155,0.61834973
106166,0.25932872
106176,0.5380813
106189,0.16019313
106199,0.534477
106205,0.589041
106206,0.58999866
106211,0.22109164
106214,0.35204744
106216,0.57873046
106217,0.35745826
106225,0.14668766
106249,0.27617604
106256,0.38933235
106258,0.27435836
106261,0.5336234
106262,0.40515953
106264,0.15570052
106271,0.21038726
106276,0.18882215
106277,0.5901037
106286,0.50478184
106293,0.28405452
106295,0.104180746
106296,0.16082218
106297,0.5697294
106298,0.2618304
106311,0.44244972
106314,0.24551111
106320,0.27249253
106334,0.612874
106346,0.41816702
106347,0.2136665
106349,0.44534925
106354,0.6116718
106360,0.06535987
106373,0.50478184
106377,0.3159333
106386,0.6077144
106387,0.34651944
106391,0.13772857
106401,0.62714297
106411,0.5477312
106413,0.7403387
106426,0.6661872
106427,0.6083725
106428,0.574132
106434,0.31766567
106438,0.2819493
106440,0.21504042
106441,0.18227886
106452,0.61724776
106453,0.5232836
106454,0.42327023
106457,0.60933566
106484,0.20628123
106488,0.56316847
106491,0.64339715
106514,0.50478184
106527,0.43501648
106528,0.30444017
106529,0.14909215
106534,0.6845868
106550,0.69548583
106577,0.544174
106585,0.57157385
106590,0.024898833
106607,0.2508755
106610,0.31522074
106611,0.2522453
106612,0.60933954
106624,0.13307796
106631,0.11190949
106647,0.5693625
106660,0.6519386
106674,0.14854813
106687,0.27595258
106712,0.45926252
106713,0.42112392
106717,0.3714434
106720,0.58441794
106721,0.58574045
106724,0.38959238
106735,0.59722865
106739,0.3909663
106740,0.39722812
106754,0.5706835
106760,0.72378355
106761,0.34509265
106784,0.56708443
106787,0.586669
106797,0.097822316
106798,0.27963465
106802,0.58328605
106803,0.34004632
106804,0.7011128
106805,0.17504963
106810,0.66874284
106812,0.68132716
106813,0.29533616
106817,0.43189818
106822,0.34609652
106823,0.2711871
106827,0.19801821
106841,0.50478184
106851,0.57380706
106852,0.5389332
106853,0.731236
106854,0.8420594
106861,0.319139
106873,0.23444696
106877,0.23367424
106878,0.22781649
106881,0.5698318
106900,0.50478184
106906,0.32920095
106907,0.48686132
106914,0.6129064
106916,0.54013383
106924,0.1824495
106931,0.10632738
106936,0.58689505
106937,0.56070197
106938,0.15247403
106939,0.39231196
106943,0.19791622
106944,0.51748747
106967,0.34345007
106980,0.12111806
106986,0.5485116
106987,0.21549045
106990,0.12599973
107013,0.08242891
107023,0.5375676
107033,0.39502117
107037,0.6019822
107048,0.41338876
107071,0.29750213
107081,0.1255159
107113,0.4581657
107130,0.20082353
107131,0.3633349
107145,0.477901
107156,0.47081771
107219,0.54727185
107222,0.5720012
107223,0.72156346
107232,0.6975099
107245,0.4559805
107246,0.27592674
107247,0.30293277
107256,0.12105972
107259,0.048329707
107260,0.04140031
107279,0.72285724
107280,0.2814633
107281,0.2890599
107285,0.50478184
107329,0.06840805
107337,0.65602
107349,0.51232386
107350,0.34090275
107351,0.15704405
107359,0.70350677
107391,0.4504681
107394,0.34363335
107395,0.1979266
107406,0.2526843
107416,0.5705222
107417,0.07825629
107418,0.22844842
107419,0.24664775
107444,0.14970453
107445,0.44608065
107446,0.4881816
107460,0.5941747
107470,0.3457699
107475,0.31881443
107520,0.17104256
107526,0.6741981
107527,0.19091228
107530,0.094744794
107532,0.475659
107534,0.58148974
107535,0.4051021
107554,0.621892
107556,0.09916306
107559,0.6022371
107561,0.18853495
107564,0.5586228
107566,0.18849708
107571,0.38718745
107590,0.7103329
107602,0.60127395
107625,0.58604443
107626,0.7289168
107635,0.12999494
107636,0.3669627
107645,0.16551279
107652,0.64477175
107655,0.21451111
107668,0.24866767
107670,0.4805181
107677,0.05246315
107680,0.5608969
107683,0.6568413
107684,0.2240494
107691,0.3838081
107692,0.5020002
107703,0.33909374
107709,0.50478184
107710,0.5804083
107721,0.5398828
107725,0.67172116
107727,0.5678516
107739,0.23685665
107740,0.3696274
107741,0.2837531
107747,0.18652682
107765,0.6418799
107768,0.10077921
107775,0.5622369
107782,0.65706354
107790,0.33558965
107801,0.095487915
107807,0.39711198
107811,0.31564477
107817,0.36806664
107826,0.4008268
107838,0.6068539
107839,0.26080504
107843,0.4576487
107847,0.36250204
107849,0.60744053
107850,0.47851014
107867,0.5451659
107871,0.6204516
107908,0.18850829
107913,0.43062982
107927,0.14096145
107931,0.50478184
107955,0.12260536
107962,0.58921915
107977,0.23526703
107978,0.43253812
107993,0.17133689
108010,0.58449477
108016,0.2502497
108018,0.7737763
108027,0.70765114
108045,0.77792436
108069,0.6185856
108082,0.14320931
108089,0.42926592
108092,0.56705546
108106,0.27980644
108112,0.315365
108120,0.51198477
108122,0.648322
108135,0.4256061
108170,0.14168659
108171,0.56277025
108177,0.14019431
108180,0.6089123
108183,0.23450385
108184,0.40507963
108185,0.25360873
108192,0.40793535
108195,0.6938953
108196,0.6471366
108218,0.37062463
108219,0.5633942
108243,0.5938306
108249,0.06947386
108251,0.41262197
108274,0.30849418
108280,0.81238353
108289,0.5143867
108292,0.2683403
108295,0.39568967
108327,0.19367751
108332,0.20784044
108346,0.19169818
108349,0.6241498
108353,0.2773815
108362,0.19322225
108363,0.12764546
108377,0.6721612
108378,0.5760193
108381,0.23535992
108383,0.65906996
108390,0.38741124
108407,0.16404022
108408,0.3336103
108411,0.4665068
108412,0.20538516
108419,0.21921834
108436,0.706018
108437,0.6104903
108438,0.41262773
108441,0.27881894
108448,0.19641168
108449,0.5754157
108466,0.10197339
108467,0.5832887
108473,0.41846535
108474,0.5550136
108476,0.22399917
108479,0.12725948
108486,0.13376881
108493,0.25218874
108501,0.3223188
108506,0.6864021
108510,0.50478184
108511,0.2548283
108514,0.6285819
108517,0.059882563
108519,0.50478184
108522,0.31951866
108548,0.50478184
108554,0.39822987
108555,0.6430646
108559,0.24870068
108562,0.26377347
108571,0.46840295
108572,0.55266374
108579,0.27930394
108583,0.09853282
108584,0.07639955
108592,0.24975628
108602,0.1816563
108609,0.22259887
108613,0.61593515
108616,0.31718406
108618,0.50987643
108620,0.16013712
108643,0.17619315
108649,0.310867
108654,0.49647534
108655,0.10094334
108656,0.32964215
108667,0.50478184
108668,0.53451663
108682,0.5311657
108690,0.52487797
108691,0.28601694
108692,0.50478184
108695,0.21293636
108699,0.42999822
108710,0.7657226
108718,0.70641744
108739,0.49402693
108740,0.11989738
108741,0.1480079
108742,0.34861997
108763,0.055754032
108767,0.6224298
108769,0.6967938
108779,0.6418307
108788,0.28599763
108801,0.4511114
108802,0.26516765
108810,0.50478184
108811,0.20044704
108813,0.035740502
108814,0.60229003
108825,0.26560363
108826,0.50753576
108830,0.47404423
108834,0.2631904
108852,0.15645474
108887,0.6688371
108901,0.50478184
108908,0.101625465
108910,0.50478184
108920,0.39209554
108922,0.30417702
108929,0.68823713
108930,0.19183792
108937,0.583756
108938,0.1970234
108943,0.56996405
108948,0.4999098
108953,0.44719523
108956,0.67114586
108965,0.006002324
108985,0.51178634
108986,0.535478
108987,0.36027318
108990,0.04934467
108991,0.41879994
108993,0.6607355
109000,0.54025793
109001,0.59038824
109012,0.76471233
109014,0.53446686
109015,0.3671774
109021,0.18788846
109037,0.40830484
109042,0.68517005
109044,0.50478184
109046,0.7560073
109064,0.044183977
109084,0.4293205
109086,0.09671567
109092,0.086226664
109093,0.5327292
109100,0.6516547
109101,0.03715722
109110,0.32958832
109114,0.6285916
109126,0.37572643
109152,0.16247113
109162,0.42126662
109167,0.221596
109168,0.50478184
109169,0.11630618
109179,0.49451733
109184,0.5600587
109191,0.56777215
109192,0.50478184
109193,0.17889705
109196,0.7170379
109206,0.26243454
109210,0.15408608
109244,0.37639627
109249,0.14095731
109273,0.30832958
109276,0.62746054
109281,0.42425275
109287,0.50032836
109297,0.5777502
109298,0.437287
109306,0.16435875
109309,0.3581593
109321,0.7070741
109328,0.59408414
109336,0.20546636
109342,0.42370054
109346,0.29117328
109347,0.50152385
109348,0.50478184
109362,0.45962578
109363,0.1736618
109367,0.33429888
109370,0.06967529
109393,0.58439153
109405,0.23774484
109413,0.6281215
109414,0.78767395
109421,0.1481667
109427,0.6088579
109428,0.41654873
109429,0.66508096
109437,0.19473886
109443,0.23482987
109461,0.1617489
109468,0.602476
109469,0.064155355
109471,0.4954123
109479,0.50478184
109484,0.10146094
109501,0.53702253
109505,0.57688427
109535,0.38839155
109539,0.049245004
109544,0.4861765
109545,0.19068404
109551,0.72155565
109553,0.41933563
109555,0.3509394
109561,0.31150767
109580,0.15460308
109583,0.72388506
109593,0.36033082
109604,0.48262602
109620,0.49697852
109635,0.34916383
109637,0.6456149
109638,0.5433968
109642,0.4145159
109649,0.2683475
109652,0.40346193
109656,0.17571282
109663,0.48782378
109696,0.49902576
109700,0.62359107
109709,0.5095431
109735,0.43377337
109740,0.50478184
109741,0.44231954
109749,0.58946747
109764,0.3009156
109771,0.58167297
109772,0.14967588
109773,0.73375165
109798,0.45403528
109802,0.6075457
109804,0.23428117
109813,0.32273358
109818,0.51759875
109848,0.5322424
109850,0.088055894
109851,0.19260302
109855,0.10447041
109871,0.6252726
109877,0.3866557
109883,0.28713176
109886,0.17852975
109905,0.5789639
109936,0.5960105
109950,0.56518394
109958,0.5605824
109959,0.5336228
109969,0.1979554
109971,0.1535219
109984,0.1484012
109985,0.7875243
109988,0.503856
109992,0.57248336
110005,0.42810974
110009,0.5250339
110011,0.6231645
110014,0.36692864
110026,0.3343363
110042,0.39088616
110058,0.09182283
110069,0.50478184
110080,0.13332802
110087,0.38398018
110091,0.5303578
110094,0.36433995
110098,0.69566464
110105,0.50478184
110117,0.47751057
110136,0.5401609
110138,0.701815
110149,0.59570086
110164,0.5668472
110202,0.6429027
110212,0.3085875
110226,0.046387505
110236,0.119625844
110249,0.16857065
110257,0.5386347
110258,0.14118777
110277,0.122849844
110282,0.33729285
110284,0.56769204
110286,0.47002777
110289,0.21434058
110304,0.06353871
110319,0.508609
110324,0.6330111
110326,0.09858546
110335,0.50137085
110337,0.42500898
110338,0.32485354
110343,0.2545891
110345,0.1543449
110347,0.5574427
110355,0.07289921
110359,0.54524165
110360,0.44323075
110364,0.47264844
110371,0.3700241
110372,0.32890877
110376,0.50478184
110379,0.6552062
110380,0.2179651
110393,0.3594232
110401,0.64580554
110406,0.24747358
110411,0.3792365
110416,0.13755977
110420,0.48084256
110443,0.20410152
110465,0.18769796
110468,0.23719929
110469,0.58194554
110471,0.6651575
110487,0.8152772
110491,0.69041294
110504,0.39412254
110547,0.4009828
110550,0.38993573
110559,0.6848027
110578,0.6701796
110582,0.2724874
110590,0.09821615
110598,0.4346239
110601,0.7505976
110602,0.23402773
110604,0.30805698
110625,0.5924192
110626,0.62646395
110636,0.6965465
110637,0.523099
110638,0.5412953
110646,0.30925193
110648,0.42522115
110652,0.27524236
110681,0.50478184
110682,0.6686404
110687,0.5986847
110691,0.07521256
110694,0.5453734
110695,0.14001492
110696,0.7073101
110708,0.31560075
110710,0.0984077
110717,0.49905312
110730,0.55658394
110740,0.2387821
110742,0.5103957
110747,0.49559468
110761,0.17997234
110766,0.07455739
110769,0.07681334
110774,0.42695063
110803,0.1867386
110805,0.10760411
110809,0.60787773
110827,0.13750568
110832,0.584197
110839,0.53306293
110859,0.6122956
110861,0.12796904
110863,0.5065461
110865,0.6425242
110881,0.5474478
110889,0.19678122
110891,0.26450038
110894,0.076642
110895,0.4801526
110907,0.7012404
110914,0.401629
110933,0.39514577
110934,0.18404137
110937,0.21674983
110953,0.26083633
110954,0.60565037
110958,0.6232561
110970,0.10090665
110974,0.5556773
110977,0.44461983
110989,0.18088563
110993,0.8097899
110994,0.6108736
111018,0.10180876
111019,0.38393626
111030,0.5234641
111032,0.502653
111041,0.23290856
111045,0.34488466
111048,0.2315503
111052,0.31292358
111070,0.6619384
111084,0.60250497
111091,0.31586722
111104,0.10740812
111108,0.3378947
111112,0.24014036
111127,0.12549128
111142,0.50115263
111146,0.71879256
111165,0.09948544
111168,0.24563678
111169,0.65938234
